,name,price_per_night,rating_overall,rating_cleanliness,rating_accuracy,rating_communication,rating_location,rating_check_in,rating_value,num_listing_reviews,num_host_ratings,host_response_rate,host_joined_months_ago,num_guests,num_bedrooms,num_beds,num_baths,superhost,borough,property_type,wifi,air_conditioning,heating,kitchen
0,Gramercy park Apartment (2beds),107,4.66,4.6,4.8,4.8,5.0,4.8,4.6,32,32,80,18,3,0,2,1.0,0,manhattan,apartment,1,1,1,1
1,Amazing Views in The Heart of Time Square,305,4.91,4.9,4.8,4.8,4.9,4.6,4.8,117,117,70,27,3,1,1,1.0,0,manhattan,apartment,1,1,1,1
2,FREEMAN'S HOUSE Charming Studio W/ Terrace  1402,159,4.67,4.7,3.3,4.3,3.7,5.0,3.3,3,307,96,24,2,1,1,1.0,0,manhattan,apartment,1,1,1,0
3,West Side Charm - Central Park! Uh,179,4.42,4.2,4.5,4.7,4.9,4.6,4.5,306,360,100,106,2,1,0,1.0,0,manhattan,apartment,1,1,1,1
4,West Village Style and Charm -Thoroughly Sanitized,130,4.97,5.0,5.0,5.0,5.0,4.9,4.9,220,234,100,89,2,1,1,1.5,1,manhattan,private room,1,1,1,1
5,"Writer's Sun filled cozy room , super convenient",115,4.97,4.8,5.0,4.9,5.0,4.9,5.0,37,141,100,82,2,1,1,1.0,1,manhattan,private room,1,1,1,1
6,Hudson River View King Bed at Higher Floor,298,4.72,4.8,4.7,4.6,4.9,4.8,4.7,352,502,95,4,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
7,Brownstone-Morningside Heights-Harlem,128,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,163,98,91,4,1,2,1.0,1,manhattan,house,1,1,1,1
8,THE SMALL CHATEAU IN THE TREES,289,4.85,4.9,4.9,5.0,4.9,4.9,4.7,316,316,96,50,3,1,2,1.0,1,manhattan,apartment,1,1,1,1
9,Amazing Location- Center of MANHATTAN in Chelsea,325,4.88,4.6,4.9,5.0,5.0,5.0,4.8,16,156,93,106,3,2,2,1.0,1,manhattan,apartment,1,1,1,1
10,Private Room on Historic Sugar Hill,60,4.7,4.7,4.7,4.8,4.7,4.7,4.7,557,1083,100,129,2,1,1,1.5,1,manhattan,private room,1,1,1,1
11,Nobel Experience,202,4.17,4.6,4.3,4.2,4.7,4.3,4.2,600,1047,98,27,2,1,1,1.0,0,manhattan,hotel,1,1,0,0
12,Nini’s Cozy Room,55,5.0,5.0,5.0,5.0,4.8,4.8,5.0,5,5,94,25,2,1,1,1.0,0,manhattan,private room,1,0,0,0
13,"Stay at the ""Claudette"" guest room in SoHa",95,4.86,5.0,4.9,5.0,4.9,5.0,4.8,43,43,100,63,2,1,1,1.0,1,manhattan,private room,1,1,1,0
14,Queen Bed With Private Bath Chinatown NYC,116,4.89,5.0,4.9,5.0,5.0,4.9,4.8,9,387,98,75,2,1,1,1.0,0,manhattan,private room,1,1,1,0
15,📍The Place to be📍Beautiful Studio in Heart of NYC!,155,4.58,4.9,4.7,4.8,4.4,5.0,4.5,38,49,100,8,2,0,1,1.0,0,manhattan,apartment,1,1,1,1
16,"Central Park Apartment-sanitizers, air purifier",123,4.88,5.0,4.9,4.9,4.9,4.9,4.8,197,339,97,33,2,1,1,1.0,1,manhattan,private room,1,1,1,1
17,"Clean, Comfy and Central Midtown Haven!",318,4.76,4.7,4.9,5.0,5.0,5.0,4.6,64,83,100,97,2,1,1,1.0,0,manhattan,condo,1,1,1,1
18,Amazing Micro Unit W/ communal rooftop and kitchen,195,4.52,4.6,4.6,4.6,4.9,4.8,4.5,533,1131,100,26,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
19,Enjoy great views of the City!,163,4.23,4.4,4.3,4.4,4.9,4.4,4.2,757,1315,88,30,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
20,NEW ! Chic Designer Blue,109,4.78,4.6,4.8,5.0,4.8,5.0,4.7,135,239,93,27,2,1,1,1.0,1,manhattan,private room,1,1,1,1
21,Newly renovated bedroom in the heart of Manhattan.,185,5.0,4.9,5.0,5.0,5.0,5.0,4.9,10,10,100,28,2,1,1,1.0,0,manhattan,private room,1,1,1,0
22,Modern Upper East Side Apartment near Central Park,150,4.67,4.7,4.8,4.8,4.9,4.6,4.7,245,258,100,50,2,1,2,1.0,0,manhattan,private room,1,1,1,1
23,Union Square Private Double & Single Bed w/ Shower,99,4.48,4.7,4.8,4.9,5.0,4.8,4.6,33,399,94,71,3,0,2,1.0,0,manhattan,private room,0,1,1,0
24,New Chic Designer's Bedroom,115,4.77,4.6,4.8,5.0,4.8,4.9,4.7,137,427,72,86,2,1,1,1.0,1,manhattan,private room,1,1,1,1
25,Private bed/ bath in classic Upper West Side apt.,105,4.93,4.9,5.0,5.0,5.0,5.0,4.9,105,105,100,39,2,1,1,1.0,1,manhattan,private room,1,1,1,1
26,Sunny Beach House type room on UWS,120,4.83,4.9,4.9,4.9,5.0,4.9,4.8,224,224,100,101,2,1,1,1.0,1,manhattan,private room,1,1,1,1
27,Home in Harlem,117,4.79,4.8,4.9,4.9,4.9,4.9,4.8,33,220,100,79,2,0,1,1.0,1,manhattan,apartment,1,1,1,1
28,Water View King Bed Hotel Room,252,4.92,5.0,4.9,4.9,4.9,4.9,4.8,77,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
29,In a Chelsea loft:  A PERFECT private room & bath,213,4.99,5.0,5.0,5.0,5.0,5.0,4.9,264,264,95,62,2,1,1,1.0,1,manhattan,private room,1,1,1,0
30,Lovely Chic Double Twin room at The Ridge,195,4.49,4.4,4.8,4.5,4.8,4.9,4.4,37,1131,100,26,2,1,2,1.0,0,manhattan,hotel,1,1,1,0
31,Spacious room in the Heart of Midtown!,177,4.14,4.2,4.6,4.7,4.9,4.6,4.0,14,1315,88,30,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
32,Cozy Brownstone Upper West Side Apt.,165,4.63,4.5,4.8,4.7,4.9,4.8,4.6,119,119,24,111,3,1,1,1.0,0,manhattan,apartment,1,1,1,1
33,Classic Brownstone Apartment,160,4.7,4.8,4.8,4.8,4.6,4.8,4.6,258,263,100,103,2,0,1,1.0,1,manhattan,townhouse,1,1,1,1
34,UWS - Pre-War Building- Large space,132,4.94,4.9,5.0,4.9,4.9,4.9,4.9,32,32,100,77,2,1,2,1.0,1,manhattan,private room,1,1,1,0
35,Best Manhattan location & best room for the price!,141,4.97,5.0,5.0,5.0,5.0,5.0,4.9,63,68,100,96,2,1,1,1.0,1,manhattan,private room,1,1,1,1
36,Lincoln Center Haven (private room and bathroom),174,4.86,4.8,4.8,4.9,5.0,4.9,4.7,56,56,95,29,3,1,1,1.0,1,manhattan,private room,1,1,1,1
37,Charming Studio in a Great location,225,4.92,5.0,5.0,5.0,4.9,4.9,4.8,170,170,100,100,2,0,1,1.0,1,manhattan,apartment,1,1,1,1
38,Neon studio in Chinatown,169,5.0,4.9,4.9,4.8,4.8,4.9,4.7,14,14,100,83,3,0,2,1.0,1,manhattan,apartment,1,1,1,1
39,Quaint 1 Bedroom in Happenin' E.V,175,4.41,4.4,4.6,4.8,4.9,4.8,4.3,280,280,100,71,2,1,2,1.0,0,manhattan,apartment,1,1,1,1
40,Charming Union Sq Studio w/Elevator - deep cleaned,214,4.81,4.7,4.9,5.0,5.0,4.9,4.7,337,337,100,110,4,1,2,1.0,1,manhattan,apartment,1,1,1,1
41,"Amazing W Village shared living space, prvt bdrm",110,4.91,4.7,4.9,5.0,5.0,5.0,4.9,226,226,100,51,2,1,1,1.0,1,manhattan,private room,1,1,1,1
42,Safe & Sanitized Cozy Studio in East Village,209,4.92,4.9,5.0,5.0,5.0,5.0,4.9,25,25,100,87,2,0,1,1.0,1,manhattan,apartment,1,1,1,1
43,Welcoming Bedroom by the Empire State Building,107,3.67,3.3,3.3,4.0,4.3,3.3,3.7,3,203,90,33,2,1,1,1.0,0,manhattan,private room,1,1,1,1
44,Uptown Modern Twist,65,4.84,4.9,4.9,4.9,4.6,4.9,4.8,122,122,100,104,3,1,2,1.0,1,manhattan,private room,1,1,1,1
45,🌟5th Avenue Oasis w/ Gym & Roof Deck🗽🌟,155,5.0,5.0,5.0,5.0,4.7,5.0,4.8,6,15,98,4,3,0,1,1.0,0,manhattan,apartment,1,1,1,1
46,"Nice, cozy Studio in Midtown Manhattan NO PARTY",171,4.77,4.7,4.8,4.9,4.9,4.9,4.7,52,52,100,27,3,0,3,1.0,0,manhattan,apartment,1,1,1,1
47,High Floor River View w/ King Bed Hotel Room,264,4.81,4.8,4.7,4.9,4.8,4.9,4.8,63,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
48,NEW! Chic Designer Vanilla,109,4.83,4.7,4.8,4.9,4.8,4.9,4.7,104,239,93,27,2,1,2,1.0,1,manhattan,private room,1,1,1,1
49,Sonder at Battery Park | Studio in Financial District,265,4.65,4.8,4.8,4.6,4.8,4.7,4.6,552,5283,89,34,2,0,1,1.0,0,manhattan,apartment,1,1,1,1
50,Colorful Modern Apartment in Greenwich Village,356,5.0,5.0,5.0,5.0,5.0,5.0,4.9,34,34,100,9,4,1,1,1.0,1,manhattan,apartment,1,1,1,1
51,"Private bedroom with Private Bath Chinatown, NYC",118,4.59,4.7,4.7,4.7,4.6,4.8,4.7,92,387,98,75,2,1,1,1.0,0,manhattan,private room,1,1,1,0
52,Private Room -  Midtown/Central Park,105,4.59,4.8,4.7,4.8,4.9,4.8,4.6,304,1533,100,101,2,1,1,1.0,0,manhattan,private room,1,1,1,1
53,Room w/pvt bathroom on Central Park,134,4.51,4.3,4.6,4.8,4.9,4.8,4.6,324,554,100,116,2,1,1,1.0,0,manhattan,private room,1,1,1,1
54,Hell's Kitchen/TimeSquare- Vacation with Class!!,155,5.0,5.0,5.0,5.0,5.0,5.0,4.8,4,10,100,54,2,1,1,1.0,0,manhattan,private room,1,1,1,1
55,Welcome to the Big Apple - Private NYC 1BR HOME,245,4.84,4.9,4.8,4.9,5.0,4.8,5.0,19,29,95,18,5,1,2,1.0,1,manhattan,apartment,1,1,1,1
56,Central Park / UWS,250,4.97,5.0,4.9,5.0,5.0,5.0,4.8,73,73,100,66,2,1,1,1.0,1,manhattan,private room,1,1,1,1
57,THE LOUVRE MEETS THE HEART OF THE EAST VILLAGE,300,4.91,5.0,4.9,4.9,5.0,4.9,4.9,151,151,89,34,2,1,2,1.0,1,manhattan,apartment,1,1,1,1
58,"Bright, quiet, super comfy chic in Upper East Side",345,4.91,4.7,4.9,5.0,5.0,5.0,4.8,121,193,57,106,2,0,2,1.0,0,manhattan,apartment,1,1,1,1
59,Laxmi Budget Cozy Private Room (fights NYC Hunger),82,4.58,4.5,4.8,4.7,4.7,4.8,4.6,24,180,100,21,2,1,1,2.0,0,manhattan,private room,1,1,1,0
60,Private Room in Upper Manhattan,54,5.0,4.9,5.0,5.0,4.5,5.0,4.9,11,11,100,30,2,1,1,1.0,0,manhattan,private room,1,1,1,1
61,Water View King Bed Hotel Room,254,4.88,4.9,4.9,4.9,5.0,5.0,4.9,65,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
62,Sonder at Flatiron | Queen Room | Near Madison Square Park,213,4.53,4.8,4.8,4.3,5.0,4.6,4.6,30,5283,89,34,2,0,1,1.0,0,manhattan,hotel,1,1,1,0
63,Harlem Style Spacious and Sunny,145,4.67,4.7,4.8,4.9,4.7,4.9,4.7,187,220,100,79,4,1,2,1.0,1,manhattan,apartment,1,1,1,1
64,Authentic Soho Loft (1200 sq ft),289,4.76,4.7,4.8,4.9,4.8,4.9,4.7,173,177,100,121,5,1,2,1.0,1,manhattan,loft,1,1,1,1
65,Cozy Private studio-apartment,140,4.66,4.8,4.9,4.9,4.5,4.9,4.6,172,172,100,39,2,0,1,1.0,0,manhattan,apartment,1,1,1,1
66,Suite One at Bryant Manor,185,4.77,4.9,4.9,4.8,4.8,4.8,4.8,173,293,100,64,3,1,2,1.0,0,manhattan,apartment,1,1,1,1
67,Cozy Kickback Near Times Square #2,140,5.0,5.0,4.9,5.0,4.9,4.9,4.9,17,29,100,29,2,1,1,0.0,0,manhattan,private room,1,1,1,1
68,Hermoso cuarto súper cerca de  TIMES SQUARE,120,4.23,4.0,4.5,4.6,4.8,4.6,4.2,122,298,86,85,2,1,1,1.0,0,manhattan,private room,1,1,1,1
69,TimeSquare/Hells Kitchen- Prime Time!!,150,5.0,5.0,4.7,5.0,5.0,5.0,4.8,6,10,100,54,2,1,1,1.0,0,manhattan,private room,1,1,1,1
70,Chinatown Private room with a desk,120,4.79,5.0,4.7,4.9,4.9,4.7,4.9,14,46,100,26,2,1,1,0.0,0,manhattan,apartment,1,1,1,1
71,Central Park Cozy Private Room w Rooftop Patio,110,4.66,4.7,4.8,4.9,4.9,4.8,4.6,148,301,100,35,2,1,1,1.0,1,manhattan,private room,1,1,1,1
72,Cozy Room in Vibrant Neighborhood Near Everything,92,5.0,4.9,4.9,4.9,5.0,4.9,4.9,7,14,96,58,2,1,2,1.0,1,manhattan,private room,1,0,1,1
73,Chic Blush Shine,115,4.82,4.7,4.8,4.9,4.8,5.0,4.7,93,181,91,30,2,1,1,1.0,0,manhattan,private room,1,1,1,1
74,Warm and welcoming studio in heart of Chinatown!!!,220,4.79,4.6,4.8,4.8,5.0,4.9,4.7,24,34,76,30,3,0,2,1.0,0,manhattan,apartment,1,1,1,1
75,A perfect Private living room in  @times square,109,4.41,4.3,4.5,4.7,4.9,4.6,4.5,118,445,100,43,2,1,1,1.0,0,manhattan,private room,1,1,1,1
76,Double room with shared bath.,102,4.4,4.2,4.8,4.8,5.0,5.0,4.6,5,37,98,42,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
77,Sanitized Street View Room 2 blocks from Times Sq,200,4.79,4.6,4.8,4.8,4.9,4.8,4.7,77,307,96,25,2,1,1,1.0,0,manhattan,private room,1,1,1,1
78,Luxury Condo in Upper East Side Doorman Building,252,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,7,100,77,4,1,1,1.0,0,manhattan,condo,1,1,1,1
79,West Village Luxury Loft,350,4.85,5.0,4.9,4.8,4.9,4.9,4.8,61,67,100,20,3,0,2,1.0,0,manhattan,apartment,1,1,1,1
80,UWS Cozy room near Columbia UNIVERSITY***,110,4.79,4.7,4.8,5.0,4.9,5.0,4.7,107,362,100,37,2,1,1,2.0,1,manhattan,private room,1,1,1,1
81,Private bedroom in shared artist apartment .,100,4.82,4.8,4.8,4.8,4.7,4.9,4.8,65,208,94,38,2,1,1,1.0,1,manhattan,private room,1,1,1,1
82,Great Room in the heart of Times Square!,157,4.18,4.3,4.3,4.3,4.9,4.3,4.2,364,1315,88,30,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
83,Fashion Of The City: Apartment in Times Square NYC,180,4.91,4.9,4.9,4.9,5.0,4.9,4.8,93,207,100,94,2,1,1,1.0,1,manhattan,private room,1,1,1,1
84,"The best deal, really close to Times Square",130,4.47,4.2,4.7,4.8,4.9,4.8,4.5,219,307,96,25,2,1,1,1.0,0,manhattan,private room,1,1,1,1
85,"Hamilton Heights Sunny Studio, Manhattan",135,4.82,4.9,4.9,5.0,4.8,5.0,4.8,268,660,100,81,2,0,1,1.0,1,manhattan,apartment,1,1,1,1
86,Deluxe King Size in Times SQ Boutique Hotel.,239,4.71,4.9,4.7,5.0,4.9,4.4,4.6,7,187,99,5,2,0,1,1.0,0,manhattan,hotel,1,1,1,0
87,"Hotel 32 32, Queen Premier with Balcony",270,4.45,4.6,4.5,4.4,4.8,4.6,4.5,38,218,79,26,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
88,The Cozy Cole room at The Harlem Flophouse,125,4.68,4.8,4.9,4.8,4.8,4.9,4.8,82,300,100,108,2,1,1,2.0,1,manhattan,hotel,1,0,1,0
89,Enjoy the Times Square experience with the family!,278,3.96,4.1,4.1,4.1,4.7,3.9,3.9,81,1315,88,30,4,1,2,1.0,0,manhattan,hotel,1,1,1,0
90,Entire 1-Bedroom Apartment - Empire State Building,210,5.0,5.0,5.0,4.8,5.0,5.0,5.0,5,5,100,2,4,1,1,1.0,0,manhattan,apartment,1,1,1,1
91,Private Bedroom in shared apartment .,100,4.79,4.7,4.9,4.8,4.7,4.8,4.8,19,208,94,38,2,1,1,2.0,1,manhattan,private room,1,1,1,1
92,Dreamy centrally located Bedroom with city views!,147,4.92,4.9,5.0,5.0,5.0,5.0,4.8,92,128,100,107,2,1,1,1.0,1,manhattan,private room,1,1,1,1
93,Chelsea Chateau,150,4.8,4.8,4.8,5.0,5.0,5.0,4.8,5,28,100,82,2,1,1,1.0,1,manhattan,private room,1,0,1,1
94,Short walk to Central Park/5th Ave/Radio City,290,4.6,4.7,4.7,4.4,4.9,4.6,4.6,75,502,95,4,4,1,2,1.0,0,manhattan,hotel,1,1,1,0
95,Charming Queen Suite 55th&Fifth Ave Boutique Hotel,225,5.0,4.2,4.8,5.0,4.8,4.8,5.0,4,187,99,5,2,0,1,1.0,0,manhattan,hotel,1,1,1,0
96,Beautiful King Bed Hotel Room,269,4.86,4.9,4.8,4.9,5.0,5.0,4.9,59,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
97,Beautiful Apartment in Midtown Manhattan,300,4.75,4.8,4.8,4.8,5.0,4.5,4.8,8,8,100,13,3,1,1,1.0,0,manhattan,apartment,1,1,1,1
98,Sunny and Cozy bedroom in the heart of NOLITA,127,4.67,5.0,4.8,4.8,5.0,4.7,4.8,6,6,100,5,2,0,1,1.0,0,manhattan,private room,1,1,1,1
99,"Full Size Bed, Private Bathroom & Shower",100,4.31,4.5,4.7,4.6,4.9,4.7,4.5,112,399,94,71,2,1,1,1.0,0,manhattan,private room,0,1,1,0
100,Luxury Quiet 2BR /1.5 Bath in Times SQ,442,4.76,4.8,4.8,4.7,5.0,4.6,4.8,84,87,100,53,6,2,2,1.5,0,manhattan,apartment,1,1,1,1
101,FAB Studio W/Private Garden near Central Park !,359,4.97,4.9,5.0,5.0,5.0,5.0,4.9,260,260,100,73,2,1,1,1.0,1,manhattan,apartment,1,1,1,1
102,Clean&Chic midtown apt with Private outdoor space!,223,4.64,4.7,4.8,4.9,4.9,4.6,4.6,98,410,100,65,3,1,2,1.0,0,manhattan,apartment,1,1,1,1
103,AMAZING PRIVATE BEDROOM RIGHT BY CENTRAL PARK,90,5.0,4.9,5.0,5.0,5.0,5.0,5.0,20,20,100,66,2,1,1,1.0,1,manhattan,private room,1,1,1,1
104,Midtown West - Sunny Queen Room,199,4.35,4.6,4.5,4.8,4.7,4.8,4.3,91,1032,96,33,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
105,"Hotel 32 32, Queen Studio with Balcony",225,4.19,4.4,4.2,4.5,4.7,4.5,4.3,115,218,79,26,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
106,◈Hidden Midtown Gem◈ Perfect 5-Star Stay!,240,4.91,4.9,5.0,5.0,4.9,4.9,4.8,112,112,100,48,2,1,1,1.0,1,manhattan,apartment,1,1,1,1
107,Large King Bed Hotel Room,234,4.9,4.8,4.8,4.9,4.9,4.9,4.9,52,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
108,Sunny Harlem Haven on a Beautiful Harlem Block,78,4.72,4.6,4.8,4.8,4.7,4.9,4.8,36,36,100,96,3,1,2,1.0,0,manhattan,private room,1,1,1,1
109,Entire Townhouse Apartment - 3 blocks from train,153,4.17,4.7,4.3,5.0,4.8,4.3,4.8,6,748,97,79,8,3,6,1.0,0,manhattan,townhouse,1,1,1,1
110,Cozy Home In Harlem Right By Main Subway Lines,155,4.7,4.6,4.7,5.0,4.8,4.8,4.8,27,27,100,67,4,2,2,1.0,0,manhattan,apartment,1,1,1,1
111,"Comfortable, clean & quiet in EV",114,4.61,4.5,4.7,4.9,4.8,4.8,4.6,365,365,100,125,2,1,1,1.0,0,manhattan,private room,1,1,1,1
112,Beautiful Chic Bedroom Apartment,300,4.96,5.0,4.8,5.0,5.0,4.9,4.9,24,24,100,43,5,1,3,1.0,1,manhattan,apartment,1,1,1,1
113,Water View King Bed Hotel Room,264,4.79,4.8,4.8,4.8,4.8,4.8,4.8,34,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
114,Roosevelt Island Charm,96,4.96,5.0,5.0,5.0,5.0,5.0,4.9,218,218,100,73,2,1,0,1.0,1,manhattan,private room,1,1,1,0
115,Near Broadway / King Bed Hotel Room,234,4.84,4.8,5.0,5.0,4.9,4.9,4.9,50,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
116,Arlo Midtown - Accessible King Room,269,5.0,5.0,5.0,5.0,4.8,4.9,4.9,12,124,98,4,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
117,"Hotel 32 32, Premier Suite",364,4.57,4.4,5.0,4.7,4.7,4.7,5.0,7,218,79,26,2,2,2,2.0,0,manhattan,hotel,1,1,1,0
118,"Gild Hall - Luxury Boutique Hotel, King Bed",230,4.74,4.7,4.9,4.8,4.8,4.9,4.8,31,132,88,10,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
119,The Chester Himes Room at The Harlem Flophouse,125,4.71,4.7,4.8,4.6,4.7,4.8,4.7,59,300,100,108,2,1,1,2.0,1,manhattan,hotel,1,0,1,0
120,"Citadines Connect 5th Ave, Premier King",249,4.42,4.6,4.6,4.6,4.8,4.6,4.5,185,281,99,17,2,0,1,1.0,0,manhattan,hotel,1,1,1,0
121,🌟Elite Fifth Avenue Studio w/ Gym & Roof Deck!🗽🌟,155,4.33,4.7,4.3,4.7,4.0,4.7,4.0,3,15,98,4,3,0,1,1.0,0,manhattan,apartment,1,1,1,1
122,"Perfect Harlem, New York Retreat",146,4.68,4.6,4.8,4.8,4.7,4.8,4.7,370,370,83,94,4,1,1,1.0,0,manhattan,apartment,1,1,1,1
123,Private bedroom in the heart of NYC,134,4.82,4.9,4.9,5.0,5.0,5.0,4.8,193,308,100,80,2,1,1,1.0,1,manhattan,private room,1,1,1,1
124,"GRAMERCY PARK Union Square Luxury 
1 bedroom",299,4.83,4.7,5.0,5.0,5.0,5.0,4.8,6,43,90,60,2,1,1,1.5,0,manhattan,apartment,1,1,1,1
125,Ultra-Clean Spacious BR very close to Times Square,170,4.82,4.8,4.8,4.9,5.0,4.9,4.8,60,307,96,25,2,1,1,1.0,0,manhattan,private room,1,1,1,1
126,Heart of Midtown Two-Bedroom,431,4.61,4.7,4.7,4.7,4.6,4.7,4.8,18,189,97,17,5,2,3,1.0,1,manhattan,apartment,1,1,1,1
127,"Walker Hotel Tribeca, Walker Full",309,4.75,4.8,4.8,4.8,4.8,4.9,4.7,126,157,94,22,2,1,1,1.0,0,manhattan,hotel,1,1,0,0
128,"Fresh, Spacious 1Br Curated for An Enjoyable Stay",160,5.0,5.0,5.0,5.0,5.0,4.8,5.0,5,5,100,2,3,1,2,1.0,0,manhattan,apartment,1,1,1,1
129,Private Room in Upper East Side Doorman Building,134,5.0,4.8,5.0,5.0,5.0,5.0,5.0,4,7,100,77,2,1,1,1.0,0,manhattan,private room,1,1,1,1
130,King Bed with memory foam mattress Extra comfort,350,4.86,4.7,5.0,5.0,5.0,5.0,4.9,7,34,100,21,4,1,3,1.0,0,manhattan,apartment,1,1,1,1
131,A Studio Fit for a King,330,5.0,4.9,4.9,5.0,5.0,4.9,4.5,13,26,80,27,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
132,"Comfortable Simplistic, 8th Av walk to destination",127,4.93,5.0,5.0,5.0,4.8,5.0,5.0,43,43,100,40,2,1,1,1.0,1,manhattan,apartment,1,1,0,1
133,"Hotel 32 32, Queen Superior",242,3.75,4.5,4.2,4.2,4.5,4.0,4.0,4,218,79,26,2,1,1,1.0,0,manhattan,hotel,1,1,1,1
134,Sonder | Studio in NYC Financial District | Discounted Rates,226,4.73,4.8,4.8,4.6,4.8,4.8,4.7,160,5283,89,34,4,0,2,1.0,0,manhattan,apartment,1,1,1,1
135,Suite Too at Bryant Manor,259,4.78,4.8,4.9,4.8,4.8,4.7,4.8,120,293,100,64,4,2,3,1.0,0,manhattan,apartment,1,1,1,1
136,Super Clean Lower East Side Private Bedroom,146,4.96,4.9,5.0,5.0,5.0,5.0,4.9,28,28,96,63,2,1,1,1.0,1,manhattan,private room,1,1,1,1
137,Spacious Luxury King Bed Room,309,4.17,4.5,4.3,4.0,4.7,4.5,4.4,46,1047,98,27,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
138,Cozy private room with King sizebed,87,4.7,4.6,4.9,5.0,4.8,4.9,4.8,262,270,100,58,2,1,1,1.0,1,manhattan,private room,1,1,1,1
139,"Staypineapple New York, Fashionista King",340,4.71,4.8,4.7,4.9,4.6,4.9,4.5,65,268,94,26,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
140,Water View King Bed Hotel Room,254,4.84,4.9,4.8,5.0,4.9,4.9,4.9,43,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
141,Deluxe Standard Charm at Times SQ Boutique Hotel,220,4.33,4.3,4.5,4.5,4.8,4.7,4.5,6,187,99,5,2,0,1,1.0,0,manhattan,hotel,1,1,1,0
142,Cozy Room in Upper West Side Manhattan,93,4.58,4.6,4.8,4.7,4.5,4.8,4.5,12,21,90,3,2,1,1,1.0,0,manhattan,private room,1,1,1,1
143,Premier King Room Central Park,299,4.14,4.5,4.1,4.0,4.7,4.2,4.1,95,1047,98,27,2,1,1,1.0,0,manhattan,hotel,1,1,0,0
144,Heart of Manhattan Midtown!!(Herald Square),199,4.68,4.7,4.8,4.6,4.7,4.8,4.6,40,206,95,7,4,0,2,1.0,0,manhattan,apartment,1,1,1,1
145,Beautiful King Bed Hotel Room,244,4.95,4.8,4.9,5.0,4.9,5.0,4.8,37,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
146,Perfectly Located Organic Getaway,75,4.72,4.7,4.8,4.9,4.9,4.7,4.8,25,207,95,98,2,1,1,1.0,0,manhattan,shared room,1,1,1,1
147,Beautiful Central Harlem sleeps 4,160,4.6,4.4,4.8,4.9,4.6,4.8,4.6,158,343,100,97,4,2,2,1.0,0,manhattan,apartment,1,1,1,1
148,Cozy Room in the Heart of NYC (Manhattan)!,114,5.0,5.0,5.0,5.0,5.0,5.0,4.8,4,8,97,34,2,1,1,1.0,0,manhattan,private room,1,1,1,1
149,Discounted Manhattan Superhost Garden Apartment,189,4.92,4.9,4.9,5.0,4.8,5.0,4.9,235,315,100,109,6,1,4,1.0,1,manhattan,apartment,1,1,1,1
150,Water View 2 Double Beds Hotel Room,254,4.69,4.5,4.6,4.8,4.9,4.9,4.7,64,2739,99,10,4,1,2,1.0,1,manhattan,hotel,1,1,1,0
151,Pequeño cuarto a 10min de Times Square,93,4.2,4.0,4.5,4.6,4.8,4.6,4.3,79,298,86,85,2,1,1,1.0,0,manhattan,private room,1,0,1,1
152,Freehand New York - Queen Room,278,4.55,4.8,4.5,4.7,4.9,4.7,4.4,173,552,90,44,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
153,Big brownstone garden apt w patio on great block,225,4.87,4.9,4.9,5.0,4.8,4.9,4.8,93,93,100,105,6,1,3,1.0,1,manhattan,apartment,1,1,1,1
154,Beautiful King Bed Hotel Room,269,4.92,5.0,5.0,4.9,4.9,4.9,4.9,24,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
155,Hotel-like Studio- loft  Private Room Wall Street,140,4.61,4.9,4.7,4.9,4.9,4.9,4.6,120,120,100,43,2,0,1,1.5,0,manhattan,private room,1,1,1,0
156,Beautiful 2 Double Bed Hotel Room,244,4.83,4.8,4.8,4.8,4.9,4.9,4.8,70,2739,99,10,4,1,2,1.0,1,manhattan,hotel,1,1,1,0
